"StudyID" "SiteID" "SampleID" "NumSampled" "SamplingYear" "SamplingMonth" "NumberSizeSpectrumMethods" "SizeSpectrumMethod" "YaxisParameterType" "YaxisParameterTypeSpecification" "XaxisParameterType" "XaxisParameterTypeSpecification" "YaxisParameterUnit" "XaxisParameterUnit" "XaxisParameterUnitSpecification" "NumberSizeClasses" "SizeRangeMinimum" "SizeRangeMaximum" "Slope" "SlopeConfIntLow" "SlopeConfIntUp" "SlopeSD" "SlopeSE" "Intercept" "InterceptConfIntLow" "InterceptConfIntUp" "InterceptSD" "InterceptSE" "Linearity"
"StudyID_125" "SiteID_2080" "SampleID_4985" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.12589689" "1209.30281" -1.473 -1.851 -1.095 NA 0.167 2.436 1.71 3.163 NA 0.321 0.885
"StudyID_125" "SiteID_2080" "SampleID_4986" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.048 -1.073 -1.023 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2081" "SampleID_4987" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "12" "0.02773806" "6020.81232" -1.512 -1.793 -1.231 NA 0.126 2.552 1.95 3.154 NA 0.27 0.928
"StudyID_125" "SiteID_2081" "SampleID_4988" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.051 -1.069 -1.033 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2082" "SampleID_4989" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "12" "0.04646621" "3494.73643" -1.466 -1.778 -1.154 NA 0.14 2.633 1.979 3.287 NA 0.294 0.908
"StudyID_125" "SiteID_2082" "SampleID_4990" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.058 -1.073 -1.043 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2083" "SampleID_4991" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "12" "0.04284724" "4039.35753" -1.465 -1.712 -1.218 NA 0.111 2.44 1.922 2.959 NA 0.233 0.94
"StudyID_125" "SiteID_2083" "SampleID_4992" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.059 -1.079 -1.039 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2084" "SampleID_4993" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "12" "0.04045766" "2353.71709" -1.647 -1.954 -1.341 NA 0.138 2.806 2.163 3.45 NA 0.289 0.928
"StudyID_125" "SiteID_2084" "SampleID_4994" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.061 -1.076 -1.046 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2085" "SampleID_4995" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.0367865" "1748.07346" -1.529 -1.832 -1.227 NA 0.134 2.363 1.782 2.945 NA 0.257 0.928
"StudyID_125" "SiteID_2085" "SampleID_4996" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.065 -1.09 -1.04 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2086" "SampleID_4997" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "10" "0.10935588" "536.687903" -1.474 -1.89 -1.058 NA 0.18 2.622 1.895 3.349 NA 0.315 0.88
"StudyID_125" "SiteID_2086" "SampleID_4998" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.068 -1.089 -1.047 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2087" "SampleID_4999" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.20246374" "1630.14394" -1.341 -1.726 -0.957 NA 0.17 2.399 1.658 3.139 NA 0.327 0.859
"StudyID_125" "SiteID_2087" "SampleID_5000" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.068 -1.09 -1.046 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2088" "SampleID_5001" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "12" "0.02765309" "4257.1414" -1.531 -1.764 -1.298 NA 0.105 2.589 2.09 3.088 NA 0.224 0.951
"StudyID_125" "SiteID_2088" "SampleID_5002" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.069 -1.086 -1.051 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2089" "SampleID_5003" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.03775776" "4973.63481" -1.542 -1.844 -1.24 NA 0.134 2.349 1.726 2.972 NA 0.275 0.93
"StudyID_125" "SiteID_2089" "SampleID_5004" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.071 -1.093 -1.049 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2090" "SampleID_5005" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "9" "0.01711663" "2438.98166" -1.592 -1.911 -1.274 NA 0.135 2.515 1.956 3.074 NA 0.236 0.945
"StudyID_125" "SiteID_2090" "SampleID_5006" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.078 -1.097 -1.059 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2091" "SampleID_5007" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.21045728" "1600.49941" -1.192 -1.552 -0.831 NA 0.16 2.173 1.479 2.867 NA 0.307 0.846
"StudyID_125" "SiteID_2091" "SampleID_5008" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.078 -1.101 -1.056 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2092" "SampleID_5009" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.04107273" "1720.94739" -1.712 -2.064 -1.359 NA 0.156 2.694 2.016 3.372 NA 0.3 0.923
"StudyID_125" "SiteID_2092" "SampleID_5010" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.081 -1.101 -1.062 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2093" "SampleID_5011" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "7" "0.0164449" "63.6608216" -1.975 -2.577 -1.373 NA 0.234 2.804 2.073 3.534 NA 0.284 0.921
"StudyID_125" "SiteID_2093" "SampleID_5012" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.092 -1.113 -1.072 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2094" "SampleID_5013" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "10" "0.07581238" "1046.38358" -1.687 -2.102 -1.272 NA 0.18 2.826 2.08 3.573 NA 0.324 0.906
"StudyID_125" "SiteID_2094" "SampleID_5014" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.097 -1.116 -1.079 NA NA NA NA NA NA NA NA
"StudyID_125" "SiteID_2095" "SampleID_5015" 2 "2019" "Mar" 2 "Normalized abundance spectrum (linear)" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" "11" "0.03859603" "3267.91456" -1.672 -1.924 -1.419 NA 0.111 2.793 2.286 3.3 NA 0.224 0.957
"StudyID_125" "SiteID_2095" "SampleID_5016" 2 "2019" "Mar" 2 "Maximum Likelihood" "abundance" "abundance" "physical size" "body volume" "count" "mm3" "mm3/m2" NA NA NA -1.127 -1.145 -1.11 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2096" "SampleID_5017" 2 "2016" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.552 -1.582 -1.582 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2096" "SampleID_5018" 2 "2016" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1016" -1.587 -1.808 -1.365 NA 0.091 1.803 1.295 2.311 NA 0.208 0.978
"StudyID_126" "SiteID_2097" "SampleID_5019" 2 "2005" "Aug" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.56 -1.608 -1.608 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2097" "SampleID_5020" 2 "2005" "Aug" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "741" -1.936 -2.327 -1.546 NA 0.16 0.424 -0.471 1.319 NA 0.366 0.954
"StudyID_126" "SiteID_2098" "SampleID_5021" 2 "2010" "Jul" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.528 -1.568 -1.568 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2098" "SampleID_5022" 2 "2010" "Jul" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "965" -1.595 -1.826 -1.363 NA 0.094 0.914 0.384 1.443 NA 0.216 0.976
"StudyID_126" "SiteID_2099" "SampleID_5023" 2 "2010" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.534 -1.583 -1.583 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2099" "SampleID_5024" 2 "2010" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "977" -1.25 -1.901 -0.598 NA 0.266 0.089 -1.403 1.581 NA 0.61 0.75
"StudyID_126" "SiteID_2100" "SampleID_5025" 2 "2011" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.536 -1.589 -1.589 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2100" "SampleID_5026" 2 "2011" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "620" -1.806 -2.197 -1.416 NA 0.159 -0.215 -1.11 0.679 NA 0.365 0.948
"StudyID_126" "SiteID_2101" "SampleID_5027" 2 "2007" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.537 -1.588 -1.588 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2101" "SampleID_5028" 2 "2007" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1000" -1.641 -2.024 -1.259 NA 0.156 0.043 -0.834 0.919 NA 0.358 0.94
"StudyID_126" "SiteID_2102" "SampleID_5029" 2 "2012" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.538 -1.575 -1.575 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2102" "SampleID_5030" 2 "2012" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1004" -1.439 -1.813 -1.065 NA 0.153 0.919 0.062 1.776 NA 0.35 0.926
"StudyID_126" "SiteID_2103" "SampleID_5031" 2 "2009" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.548 -1.577 -1.577 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2103" "SampleID_5032" 2 "2009" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "738" -1.839 -2.248 -1.431 NA 0.167 1.389 0.454 2.324 NA 0.382 0.945
"StudyID_126" "SiteID_2104" "SampleID_5033" 2 "2009" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.551 -1.581 -1.581 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2104" "SampleID_5034" 2 "2009" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "968" -1.797 -2.288 -1.305 NA 0.201 1.154 0.027 2.28 NA 0.46 0.919
"StudyID_126" "SiteID_2105" "SampleID_5035" 2 "2010" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.622 -1.659 -1.659 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2105" "SampleID_5036" 2 "2010" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "786" -1.863 -2.368 -1.358 NA 0.206 0.823 -0.334 1.979 NA 0.473 0.92
"StudyID_126" "SiteID_2106" "SampleID_5037" 2 "2010" "Aug" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.629 -1.679 -1.679 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2106" "SampleID_5038" 2 "2010" "Aug" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1010" -1.656 -2.295 -1.017 NA 0.261 -0.231 -1.695 1.234 NA 0.598 0.848
"StudyID_126" "SiteID_2107" "SampleID_5039" 2 "2006" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.563 -1.603 -1.603 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2107" "SampleID_5040" 2 "2006" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "941" -1.722 -1.993 -1.451 NA 0.111 0.884 0.264 1.505 NA 0.254 0.972
"StudyID_126" "SiteID_2108" "SampleID_5041" 2 "2013" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.563 -1.611 -1.611 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2108" "SampleID_5042" 2 "2013" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1010" -1.379 -1.718 -1.039 NA 0.139 0.669 -0.11 1.447 NA 0.318 0.933
"StudyID_126" "SiteID_2109" "SampleID_5043" 2 "2006" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.564 -1.612 -1.612 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2109" "SampleID_5044" 2 "2006" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "995" -1.775 -2.059 -1.491 NA 0.116 0.166 -0.485 0.817 NA 0.266 0.971
"StudyID_126" "SiteID_2110" "SampleID_5045" 2 "2007" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.569 -1.623 -1.623 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2110" "SampleID_5046" 2 "2007" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "948" -1.67 -1.989 -1.352 NA 0.13 0.131 -0.599 0.861 NA 0.298 0.959
"StudyID_126" "SiteID_2111" "SampleID_5047" 2 "2011" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.57 -1.658 -1.658 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2111" "SampleID_5048" 2 "2011" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "7" "4" "396" -1.572 -1.787 -1.356 NA 0.084 -0.205 -0.636 0.226 NA 0.168 0.983
"StudyID_126" "SiteID_2112" "SampleID_5049" 2 "2015" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.572 -1.626 -1.626 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2112" "SampleID_5050" 2 "2015" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "745" -1.51 -1.802 -1.218 NA 0.119 0.289 -0.38 0.959 NA 0.273 0.958
"StudyID_126" "SiteID_2113" "SampleID_5051" 2 "2008" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.576 -1.634 -1.634 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2113" "SampleID_5052" 2 "2008" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "968" -1.548 -1.77 -1.326 NA 0.091 0.092 -0.417 0.6 NA 0.208 0.976
"StudyID_126" "SiteID_2114" "SampleID_5053" 2 "2008" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.58 -1.608 -1.608 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2114" "SampleID_5054" 2 "2008" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "718" -1.819 -2.218 -1.421 NA 0.163 1.742 0.829 2.655 NA 0.373 0.947
"StudyID_126" "SiteID_2115" "SampleID_5055" 2 "2007" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.582 -1.623 -1.623 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2115" "SampleID_5056" 2 "2007" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "822" -1.786 -2.149 -1.424 NA 0.148 0.736 -0.094 1.566 NA 0.339 0.954
"StudyID_126" "SiteID_2116" "SampleID_5057" 2 "2005" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.589 -1.674 -1.674 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2116" "SampleID_5058" 2 "2005" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "803" -1.813 -2.063 -1.562 NA 0.103 -0.986 -1.561 -0.411 NA 0.235 0.978
"StudyID_126" "SiteID_2117" "SampleID_5059" 2 "2010" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.592 -1.665 -1.665 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2117" "SampleID_5060" 2 "2010" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "973" -1.455 -1.732 -1.178 NA 0.113 -0.507 -1.142 0.128 NA 0.259 0.959
"StudyID_126" "SiteID_2118" "SampleID_5061" 2 "2008" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.491 -1.519 -1.519 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2118" "SampleID_5062" 2 "2008" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1020" -1.469 -1.723 -1.215 NA 0.104 1.95 1.368 2.531 NA 0.238 0.966
"StudyID_126" "SiteID_2119" "SampleID_5063" 2 "2010" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.504 -1.535 -1.535 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2119" "SampleID_5064" 2 "2010" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "986" -1.758 -2.239 -1.277 NA 0.197 1.304 0.202 2.406 NA 0.451 0.919
"StudyID_126" "SiteID_2120" "SampleID_5065" 2 "2007" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.504 -1.545 -1.545 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2120" "SampleID_5066" 2 "2007" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1023.329" -1.351 -1.66 -1.042 NA 0.126 0.972 0.265 1.679 NA 0.289 0.942
"StudyID_126" "SiteID_2121" "SampleID_5067" 2 "2010" "Oct" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.506 -1.564 -1.564 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2121" "SampleID_5068" 2 "2010" "Oct" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "7" "13" "523" -1.439 -2.739 -0.138 NA 0.506 -0.648 -3.249 1.953 NA 1.012 0.542
"StudyID_126" "SiteID_2122" "SampleID_5069" 2 "2008" "Jul" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.509 -1.55 -1.55 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2122" "SampleID_5070" 2 "2008" "Jul" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "990" -1.425 -1.878 -0.971 NA 0.185 0.835 -0.204 1.874 NA 0.425 0.892
"StudyID_126" "SiteID_2123" "SampleID_5071" 2 "2005" "Jul" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.509 -1.642 -1.642 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2123" "SampleID_5072" 2 "2005" "Jul" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "800" -1.561 -1.777 -1.345 NA 0.088 -2.109 -2.604 -1.613 NA 0.202 0.978
"StudyID_126" "SiteID_2124" "SampleID_5073" 2 "2011" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.525 -1.571 -1.571 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2124" "SampleID_5074" 2 "2011" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "964" -1.701 -2.044 -1.359 NA 0.14 0.38 -0.405 1.165 NA 0.321 0.954
"StudyID_126" "SiteID_2125" "SampleID_5075" 2 "2008" "Aug" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.8 -1.846 -1.846 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2125" "SampleID_5076" 2 "2008" "Aug" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1002" -1.64 -2.062 -1.218 NA 0.172 0.819 -0.148 1.786 NA 0.395 0.927
"StudyID_126" "SiteID_2126" "SampleID_5077" 2 "2011" "Jun" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.807 -1.846 -1.846 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2126" "SampleID_5078" 2 "2011" "Jun" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1007" -1.555 -2.363 -0.747 NA 0.33 0.375 -1.476 2.225 NA 0.756 0.752
"StudyID_126" "SiteID_2127" "SampleID_5079" 2 "2012" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.825 -1.854 -1.854 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2127" "SampleID_5080" 2 "2012" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "980" -1.601 -1.97 -1.232 NA 0.151 2.316 1.471 3.161 NA 0.345 0.941
"StudyID_126" "SiteID_2128" "SampleID_5081" 2 "2008" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.83 -1.886 -1.886 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2128" "SampleID_5082" 2 "2008" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "1011" -1.912 -2.095 -1.729 NA 0.075 0.289 -0.13 0.709 NA 0.172 0.989
"StudyID_126" "SiteID_2129" "SampleID_5083" 2 "2011" "Aug" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.84 -1.889 -1.889 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2129" "SampleID_5084" 2 "2011" "Aug" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "5.623488" "990" -1.769 -2.065 -1.473 NA 0.121 0.806 0.128 1.485 NA 0.277 0.968
"StudyID_126" "SiteID_2130" "SampleID_5085" 2 "2010" "Sep" 1 "Maximum Likelihood" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" NA NA NA -1.841 -1.887 -1.887 NA NA NA NA NA NA NA NA
"StudyID_126" "SiteID_2130" "SampleID_5086" 2 "2010" "Sep" 1 "Normalized abundance spectrum (linear)" "abundance" "abundance" "body mass" "body mass" "count" "g" "g" "8" "4" "950" -1.968 -2.263 -1.673 NA 0.121 0.745 0.069 1.422 NA 0.276 0.974
